# Date and Time: 2023-09-04 14:38:16
# Command: python pull_unspliced_length_GFF.py saccharomyces_cerevisiae_R64-3-1_20210421_nofasta_geneid_filtered.gff saccharomyces_cerevisiae_R64-3-1_20210421_unspliced_lengths.tsv
Gene_ID	unspliced.length
YPR033C	1641
YPR034W	1434
YPR035W	1113
YPR036W	1437
YPR036W-A	204
YPR037C	591
YPR038W	360
YPR039W	336
YPR040W	1071
YPR041W	1218
YPR042C	3228
YPR043W	682
YPR044C	354
YPR045C	1413
YPR046W	546
YPR047W	1410
YPR048W	1872
YPR049C	3537
YPR050C	414
YPR051W	531
YPR052C	282
YPR053C	456
YPR054W	1167
YPR055W	3198
YPR056W	1017
YPR057W	1026
YPR058W	924
YPR059C	387
YPR060C	771
YPR061C	906
YPR062W	477
YPR063C	509
YPR064W	420
YPR065W	1107
YPR066W	900
YPR067W	558
YPR068C	1413
YPR069C	882
YPR070W	1701
YPR071W	636
YPR072W	1683
YPR073C	486
YPR074C	2043
YPR074W-A	171
YPR075C	1083
YPR076W	375
YPR077C	372
YPR078C	1119
YPR079W	1146
YPR080W	1377
YPR081C	1857
YPR082C	432
YPR083W	1740
YPR084W	1371
YPR085C	1332
YPR086W	1038
YPR087W	321
YPR088C	1626
YPR089W	2667
YPR091C	2313
YPR092W	306
YPR093C	867
YPR094W	324
YPR095C	3681
YPR096C	303
YPR097W	3222
YPR098C	582
YPR099C	357
YPR100W	423
YPR101W	528
YPR102C	525
YPR103W	864
YPR104C	2811
YPR105C	2586
YPR106W	1332
YPR107C	627
YPR108W	1290
YPR108W-A	213
YPR109W	885
YPR110C	1008
YPR111W	1695
YPR112C	2664
YPR113W	663
YPR114W	948
YPR115W	3252
YPR116W	834
YPR117W	7470
YPR118W	1236
YPR119W	1476
YPR120C	1308
YPR121W	1719
YPR122W	3627
YPR123C	435
YPR124W	1221
YPR125W	1365
YPR126C	309
YPR127W	1038
YPR128C	987
YPR129W	1050
YPR130C	408
YPR131C	588
YPR132W	803
YPR133C	1233
YPR133W-A	153
YPR134W	807
YPR135W	2784
YPR136C	513
YPR137W	1722
YPR138C	1470
YPR139C	903
YPR140W	1146
YPR141C	2190
YPR142C	564
YPR143W	753
YPR144C	1659
YPR145W	1719
YPR145C-A	237
YPR146C	330
YPR147C	915
YPR148C	1308
YPR149W	522
YPR150W	522
YPR151C	621
YPR152C	1398
YPR153W	557
YPR154W	648
YPR155C	1851
YPR156C	1869
YPR157W	1404
YPR158W	759
YPR159W	2163
YPR159C-A	102
YPR160W	2709
YPR160W-A	81
YPR160C-A	285
YPR161C	1974
YPR162C	1590
YPR163C	1311
YPR164W	4224
YPR165W	630
YPR166C	348
YPR167C	786
YPR168W	474
YPR169W	1479
YPR170C	336
YPR169W-A	219
YPR170W-B	357
YPR170W-A	186
YPR171W	1731
YPR172W	603
YPR173C	1314
YPR174C	666
YPR175W	2070
YPR176C	978
YPR177C	372
YPR178W	1398
YPR179C	1968
YPR180W	1044
YPR181C	2307
YPR182W	261
YPR183W	804
YPR184W	4611
YPR185W	2217
YPR186C	1290
YPR187W	544
YPR188C	492
YPR189W	4299
YPR190C	1965
YPR191W	1107
YPR192W	918
YPR193C	471
YPR194C	2634
YPR195C	330
YPR196W	1413
YPR197C	564
YPR198W	1632
YPR199C	885
YPR200C	393
YPR201W	1215
YPR202W	865
YPR203W	309
YPR204W	3099
YPR204C-A	483
Q0010	387
Q0017	162
Q0032	291
Q0050	2505
Q0055	5013
Q0060	6179
Q0065	8118
Q0070	9350
Q0045	12884
Q0075	1100
Q0080	147
Q0085	780
Q0092	141
Q0110	2040
Q0115	3726
Q0120	5712
Q0105	7108
Q0130	231
Q0140	1197
Q0142	177
Q0143	153
Q0144	330
Q0160	708
Q0182	405
Q0250	756
Q0255	1490
Q0275	810
Q0297	156
