Gene	Closest_gene	Distance
YKL053C-A	YKL052C	226
YKL053W	YKL058W	9038
YKL052C	YKL050C	2306
YKL051W	YKL053W	1366
YKL050C	YKL049C	455
YKL049C	YKL048C	450
YKL048C	YKL046C	2139
YKL047W	YKL051W	7090
YKL046C	YKL040C	8434
YKL045W	YKL047W	2480
YKL044W	YKL045W	1243
YKL043W	YKL044W	106
YKL042W	YKL043W	627
YKL041W	YKL042W	577
YKL040C	YKL036C	7700
YKL039W	YKL041W	1805
YKL038W	YKL039W	1412
YKL037W	YKL038W	248
YKL036C	YKL032C	10145
YKL035W	YKL037W	170
YKL034W	YKL035W	439
YKL033W-A	YKL034W	400
YKL033W	YKL033W-A	241
YKL032C	YKL029C	858
YKL031W	YKL033W	3500
YKL030W	YKL031W	13
YKL029C	YKL026C	4655
YKL028W	YKL030W	2655
YKL027W	YKL028W	356
YKL026C	YKL025C	357
YKL025C	YKL024C	247
YKL024C	YKL023C-A	6
YKL023C-A	YKL022C	1353
YKL023W	YKL027W	4816
YKL022C	YKL021C	96
YKL021C	YKL020C	82
YKL020C	YKL018C-A	1500
YKL019W	YKL023W	8014
YKL018C-A	YKL017C	1311
YKL018W	YKL019W	584
YKL017C	YKL016C	224
YKL016C	YKL014C	3630
YKL015W	YKL018W	3453
YKL014C	YKL013C	595
YKL013C	YKL011C	2132
YKL012W	YKL015W	6827
YKL011C	YKL010C	208
YKL010C	YKL008C	1420
YKL009W	YKL012W	6181
YKL008C	YKL006C-A	1647
YKL007W	YKL009W	2350
YKL006C-A	YKL005C	2461
YKL006W	YKL007W	1798
YKL005C	YKL003C	2220
YKL004W	YKL006W	2860
YKL003C	YKL001C	1285
YKL002W	YKL004W	993
YKL001C	YKR001C	1223
YKR001C	YKR004C	4077
YKR002W	YKL002W	4688
YKR003W	YKR002W	443
YKR004C	YKR005C	485
YKR005C	YKR006C	256
YKR006C	YKR009C	3135
YKR007W	YKR003W	4707
YKR008W	YKR007W	213
YKR009C	YKR010C	1870
YKR010C	YKR011C	396
YKR011C	YKR012C	1043
YKR012C	YKR014C	1251
YKR013W	YKR008W	9881
YKR014C	YKR015C	890
YKR015C	YKR017C	3027
YKR016W	YKR013W	4769
YKR017C	YKR018C	374
YKR018C	YKR019C	316
YKR019C	YKR022C	4108
YKR020W	YKR016W	6999
YKR021W	YKR020W	402
YKR022C	YKR024C	2005
YKR023W	YKR021W	1438
YKR024C	YKR026C	1366
YKR025W	YKR023W	2759
YKR026C	YKR029C	7923
YKR027W	YKR025W	2746
YKR028W	YKR027W	596
YKR029C	YKR031C	1511
YKR030W	YKR028W	2924
YKR031C	YKR033C	484
YKR032W	YKR030W	5414
YKR033C	YKR035C	616
YKR034W	YKR032W	67
YKR035C	YKR036C	141
YKR035W-A	YKR034W	232
YKR036C	YKR037C	277
YKR037C	YKR038C	202
YKR038C	YKR040C	4904
YKR039W	YKR035W-A	6510
YKR040C	YKR043C	2331
YKR041W	YKR039W	1327
YKR042W	YKR041W	577
YKR043C	YKR045C	1706
YKR044W	YKR042W	1391
YKR045C	YKR046C	254
YKR046C	YKR048C	313
YKR047W	YKR044W	1911
YKR048C	YKR049C	190
YKR049C	YKR052C	5319
YKR050W	YKR047W	2253
YKR051W	YKR050W	462
YKR052C	YKR053C	603
YKR053C	YKR054C	366
YKR054C	YKR063C	12864
YKR055W	YKR051W	16014
YKR056W	YKR055W	357
YKR057W	YKR056W	290
YKR058W	YKR057W	528
YKR059W	YKR058W	367
YKR060W	YKR059W	344
YKR061W	YKR060W	335
YKR062W	YKR061W	712
YKR063C	YKR065C	3002
YKR064W	YKR062W	1895
YKR065C	YKR066C	221
YKR066C	YKR068C	3130
YKR067W	YKR064W	2780
YKR068C	YKR071C	4025
YKR069W	YKR067W	1463
YKR070W	YKR069W	181
YKR071C	YKR072C	455
YKR072C	YKR073C	64
YKR073C	YKR075C	1320
YKR074W	YKR070W	4577
YKR075C	YKR079C	6039
YKR075W-A	YKR074W	536
YKR076W	YKR075W-A	1802
YKR077W	YKR076W	258
YKR078W	YKR077W	208
YKR079C	YKR081C	2201
YKR080W	YKR078W	3686
YKR081C	YKR083C	3881
YKR082W	YKR080W	1468
YKR083C	YKR084C	233
YKR084C	YKR085C	204
YKR085C	YKR087C	3514
YKR086W	YKR082W	3559
YKR087C	YKR088C	173
YKR088C	YKR089C	215
YKR089C	YKR092C	4300
YKR090W	YKR086W	5874
YKR091W	YKR090W	459
YKR092C	YKR094C	4111
YKR093W	YKR091W	3465
YKR094C	YKR098C	14276
YKR095W	YKR093W	2270
YKR095W-A	YKR095W	432
YKR096W	YKR095W-A	588
YKR097W	YKR096W	772
YKR098C	YKR100C	3722
YKR099W	YKR097W	3050
YKR100C	YKR105C	18748
YKR101W	YKR099W	2254
YKR102W	YKR101W	3852
YKR103W	YKR102W	3215
YKR104W	YKR103W	100
YKR106W	YKR104W	3686
YLL067C	YLL066C	1819
YLL066W-B	YLL067W-A	4280
YLL066C	YLL064C	3247
YLL066W-A	YLL066W-B	711
YLL065W	YLL066W-A	4758
YLL064C	YLL063C	1203
YLL063C	YLL062C	567
YLL062C	YLL060C	3525
YLL061W	YLL065W	5880
YLL060C	YLL059C	635
YLL059C	YLL057C	2776
YLL058W	YLL061W	3862
YLL057C	YLL056C	415
YLL056C	YLL054C	4368
YLL055W	YLL058W	4813
YLL054C	YLL053C	299
YLL053C	YLL051C	1372
YLL052C	YLL051C	972
YLL051C	YLL050C	333
YLL050C	YLL048C	866
YLL049W	YLL055W	8962
YLL048C	YLL046C	449
YLL047W	YLL049W	5467
YLL046C	YLL045C	396
YLL045C	YLL042C	3458
YLL044W	YLL047W	1161
YLL043W	YLL044W	1276
YLL042C	YLL041C	541
YLL041C	YLL040C	280
YLL040C	YLL039C	417
YLL039C	YLL038C	568
YLL038C	YLL036C	227
YLL037W	YLL043W	14615
YLL036C	YLL034C	2377
YLL035W	YLL037W	1638
YLL034C	YLL032C	1124
YLL033W	YLL035W	2931
YLL032C	YLL031C	405
YLL031C	YLL030C	151
YLL030C	YLL024C	14869
YLL029W	YLL033W	7360
YLL028W	YLL029W	1094
YLL027W	YLL028W	839
YLL026W	YLL027W	468
YLL025W	YLL026W	3398
YLL024C	YLL023C	512
YLL023C	YLL022C	208
YLL022C	YLL020C	5355
YLL021W	YLL025W	5826
YLL020C	YLL018C-A	2815
YLL019C	YLL018C-A	777
YLL019W-A	YLL021W	1561
YLL018C-A	YLL018C	930
YLL018C	YLL013C	10500
YLL015W	YLL019W-A	9432
YLL014W	YLL015W	211
YLL013C	YLL010C	4616
YLL012W	YLL014W	3886
YLL011W	YLL012W	268
YLL010C	YLL009C	592
YLL009C	YLL007C	2888
YLL008W	YLL011W	2737
YLL007C	YLL005C	1641
YLL006W-A	YLL008W	2358
YLL006W	YLL006W-A	65
YLL005C	YLR001C	10843
YLL004W	YLL006W	3207
YLL003W	YLL004W	278
YLL002W	YLL003W	250
YLL001W	YLL002W	289
YLR001C	YLR002C	366
YLR002C	YLR003C	521
YLR003C	YLR004C	204
YLR004C	YLR006C	2250
YLR005W	YLL001W	9886
YLR006C	YLR008C	1684
YLR007W	YLR005W	2958
YLR008C	YLR010C	1237
YLR009W	YLR007W	1135
YLR010C	YLR012C	2180
YLR011W	YLR009W	1967
YLR012C	YLR014C	1987
YLR013W	YLR011W	1661
YLR014C	YLR016C	1820
YLR015W	YLR013W	3463
YLR016C	YLR018C	1291
YLR017W	YLR015W	864
YLR018C	YLR020C	2183
YLR019W	YLR017W	1667
YLR020C	YLR022C	769
YLR021W	YLR019W	2142
YLR022C	YLR023C	572
YLR023C	YLR024C	534
YLR024C	YLR026C	2169
YLR025W	YLR021W	10290
YLR026C	YLR027C	357
YLR027C	YLR028C	1455
YLR028C	YLR029C	661
YLR029C	YLR034C	7922
YLR030W	YLR025W	8116
YLR031W	YLR030W	144
YLR032W	YLR031W	206
YLR033W	YLR032W	261
YLR034C	YLR035C	436
YLR035C	YLR036C	7065
YLR036C	YLR037C	553
YLR037C	YLR038C	1862
YLR038C	YLR039C	254
YLR039C	YLR040C	312
YLR040C	YLR042C	384
YLR041W	YLR033W	19108
YLR042C	YLR043C	1251
YLR043C	YLR044C	377
YLR044C	YLR045C	956
YLR045C	YLR046C	298
YLR046C	YLR047C	534
YLR047C	YLR049C	2479
YLR048W	YLR041W	12535
YLR049C	YLR050C	415
YLR050C	YLR051C	252
YLR051C	YLR053C	1123
YLR052W	YLR048W	3852
YLR053C	YLR054C	291
YLR054C	YLR055C	294
YLR055C	YLR058C	4912
YLR056W	YLR052W	5908
YLR057W	YLR056W	348
YLR058C	YLR059C	337
YLR059C	YLR062C	3030
YLR060W	YLR057W	3124
YLR061W	YLR060W	428
YLR062C	YLR065C	2419
YLR063W	YLR061W	209
YLR064W	YLR063W	202
YLR065C	YLR067C	895
YLR066W	YLR064W	892
YLR067C	YLR069C	920
YLR068W	YLR066W	3285
YLR069C	YLR070C	226
YLR070C	YLR071C	167
YLR071C	YLR073C	2393
YLR072W	YLR068W	7399
YLR073C	YLR074C	335
YLR074C	YLR076C	729
YLR075W	YLR072W	1984
YLR076C	YLR078C	2129
YLR077W	YLR075W	280
YLR078C	YLR082C	5835
YLR079W	YLR077W	1197
YLR080W	YLR079W	242
YLR081W	YLR080W	962
YLR082C	YLR083C	519
YLR083C	YLR084C	495
YLR084C	YLR085C	422
YLR085C	YLR087C	4866
YLR086W	YLR081W	10307
YLR087C	YLR089C	2506
YLR088W	YLR086W	9608
YLR089C	YLR093C	6498
YLR090W	YLR088W	2750
YLR091W	YLR090W	217
YLR092W	YLR091W	366
YLR093C	YLR094C	315
YLR094C	YLR095C	439
YLR095C	YLR097C	4116
YLR096W	YLR092W	6365
YLR097C	YLR098C	262
YLR098C	YLR099C	271
YLR099C	YLR101C	1638
YLR099W-A	YLR096W	5292
YLR100W	YLR099W-A	222
YLR101C	YLR102C	9
YLR102C	YLR103C	222
YLR103C	YLR105C	1106
YLR104W	YLR100W	3732
YLR105C	YLR106C	826
YLR106C	YLR108C	2929
YLR107W	YLR104W	17136
YLR108C	YLR110C	1573
YLR109W	YLR107W	3451
YLR110C	YLR114C	4846
YLR111W	YLR109W	1080
YLR112W	YLR111W	68
YLR113W	YLR112W	410
YLR114C	YLR117C	5233
YLR115W	YLR113W	5058
YLR116W	YLR115W	258
YLR117C	YLR118C	191
YLR118C	YLR120C	1103
YLR119W	YLR116W	3282
YLR120C	YLR121C	524
YLR120W-A	YLR119W	2497
YLR121C	YLR122C	684
YLR122C	YLR126C	3434
YLR123C	YLR126C	3358
YLR124W	YLR120W-A	2827
YLR125W	YLR124W	1540
YLR126C	YLR127C	238
YLR127C	YLR130C	4475
YLR128W	YLR125W	4636
YLR129W	YLR128W	224
YLR130C	YLR131C	448
YLR131C	YLR132C	461
YLR132C	YLR136C	7646
YLR133W	YLR129W	5957
YLR134W	YLR133W	530
YLR135W	YLR134W	867
YLR136C	YLR139C	4884
YLR137W	YLR135W	1479
YLR138W	YLR137W	328
YLR139C	YLR144C	6204
YLR140W	YLR138W	2080
YLR141W	YLR138W	2289
YLR142W	YLR141W	412
YLR143W	YLR142W	713
YLR144C	YLR146C	807
YLR145W	YLR143W	2782
YLR146C	YLR147C	433
YLR146W-A	YLR145W	1097
YLR147C	YLR149C	3168
YLR148W	YLR146W-A	583
YLR149C	YLR149C-A	547
YLR149C-A	YLR151C	1259
YLR150W	YLR148W	3070
YLR151C	YLR152C	221
YLR152C	YLR153C	836
YLR153C	YLR154C	407
YLR154C	YLR154C-G	14208
YLR154W-A	YLR150W	11150
YLR154W-B	YLR154W-A	1769
YLR154W-C	YLR154W-B	140
YLR154W-E	YLR154W-C	363
YLR154W-F	YLR154W-E	247
YLR154C-G	YLR154C-H	6156
YLR154C-H	YLR155C	359
YLR155C	YLR156C-A	2074
YLR156W	YLR154W-F	16090
YLR156C-A	YLR157C	359
YLR157C	YLR157C-C	8002
YLR157W-D	YLR156W	3307
YLR157W-E	YLR157W-D	5897
YLR157C-C	YLR158C	359
YLR158C	YLR159C-A	2074
YLR159W	YLR157W-E	3308
YLR159C-A	YLR160C	359
YLR160C	YLR163C	4577
YLR161W	YLR159W	3308
YLR162W	YLR161W	232
YLR162W-A	YLR162W	477
YLR163C	YLR165C	1240
YLR163W-A	YLR162W-A	2218
YLR164W	YLR163W-A	958
YLR165C	YLR166C	171
YLR166C	YLR168C	1534
YLR167W	YLR164W	4558
YLR168C	YLR170C	309
YLR169W	YLR167W	930
YLR170C	YLR172C	211
YLR171W	YLR169W	45
YLR172C	YLR176C	5635
YLR173W	YLR171W	1299
YLR174W	YLR173W	344
YLR175W	YLR174W	305
YLR176C	YLR178C	2930
YLR177W	YLR175W	3469
YLR178C	YLR179C	287
YLR179C	YLR181C	1965
YLR180W	YLR177W	2322
YLR181C	YLR183C	2873
YLR182W	YLR180W	1530
YLR183C	YLR189C	8785
YLR184W	YLR182W	1755
YLR185W	YLR184W	210
YLR186W	YLR185W	344
YLR187W	YLR186W	475
YLR188W	YLR187W	355
YLR189C	YLR192C	4399
YLR190W	YLR188W	4827
YLR191W	YLR190W	583
YLR192C	YLR193C	420
YLR193C	YLR194C	273
YLR194C	YLR195C	364
YLR195C	YLR198C	3982
YLR196W	YLR191W	5536
YLR197W	YLR196W	399
YLR198C	YLR199C	208
YLR199C	YLR201C	742
YLR200W	YLR197W	1401
YLR201C	YLR203C	357
YLR202C	YLR203C	14
YLR203C	YLR205C	764
YLR204W	YLR200W	2914
YLR205C	YLR209C	7120
YLR206W	YLR204W	1973
YLR207W	YLR206W	369
YLR208W	YLR207W	262
YLR209C	YLR211C	2060
YLR210W	YLR208W	1564
YLR211C	YLR212C	329
YLR212C	YLR213C	373
YLR213C	YLR215C	2854
YLR214W	YLR210W	5177
YLR215C	YLR216C	238
YLR216C	YLR218C	255
YLR217W	YLR214W	2282
YLR218C	YLR221C	4444
YLR219W	YLR217W	919
YLR220W	YLR219W	488
YLR221C	YLR222C	294
YLR222C	YLR222C-A	235
YLR222C-A	YLR225C	5459
YLR223C	YLR225C	2205
YLR224W	YLR220W	8671
YLR225C	YLR227C	1644
YLR226W	YLR224W	1781
YLR227C	YLR228C	7976
YLR228C	YLR229C	1749
YLR229C	YLR231C	971
YLR230W	YLR226W	14033
YLR231C	YLR233C	306
YLR232W	YLR230W	1951
YLR233C	YLR235C	2008
YLR234W	YLR232W	2606
YLR235C	YLR239C	4402
YLR236C	YLR239C	4215
YLR237W	YLR234W	614
YLR238W	YLR237W	592
YLR239C	YLR242C	5600
YLR240W	YLR238W	1342
YLR241W	YLR240W	313
YLR242C	YLR244C	1285
YLR243W	YLR241W	1382
YLR244C	YLR245C	171
YLR245C	YLR247C	1754
YLR246W	YLR243W	2097
YLR247C	YLR254C	11050
YLR248W	YLR246W	6055
YLR249W	YLR248W	696
YLR250W	YLR249W	403
YLR251W	YLR250W	443
YLR252W	YLR250W	936
YLR253W	YLR252W	365
YLR254C	YLR255C	627
YLR255C	YLR259C	17331
YLR256W	YLR253W	2079
YLR257W	YLR256W	7903
YLR258W	YLR257W	925
YLR259C	YLR261C	3235
YLR260W	YLR258W	3011
YLR261C	YLR262C-A	905
YLR262C	YLR262C-A	577
YLR262C-A	YLR264C-A	4166
YLR263W	YLR260W	2433
YLR264W	YLR263W	308
YLR264C-A	YLR265C	483
YLR265C	YLR266C	164
YLR266C	YLR269C	3142
YLR267W	YLR264W	4878
YLR268W	YLR267W	276
YLR269C	YLR272C	2456
YLR270W	YLR268W	342
YLR271W	YLR270W	499
YLR272C	YLR273C	1881
YLR273C	YLR276C	4017
YLR274W	YLR271W	7994
YLR275W	YLR274W	496
YLR276C	YLR277C	326
YLR277C	YLR278C	504
YLR278C	YLR280C	459
YLR279W	YLR275W	9509
YLR280C	YLR282C	238
YLR281C	YLR282C	111
YLR282C	YLR284C	786
YLR283W	YLR279W	488
YLR284C	YLR285C-A	1128
YLR285W	YLR283W	1230
YLR285C-A	YLR286C	110
YLR286C	YLR287C	855
YLR286W-A	YLR285W	417
YLR287C	YLR287C-A	479
YLR287C-A	YLR288C	322
YLR288C	YLR290C	2241
YLR289W	YLR286W-A	6393
YLR290C	YLR291C	339
YLR291C	YLR292C	327
YLR292C	YLR293C	401
YLR293C	YLR294C	271
YLR294C	YLR298C	2691
YLR295C	YLR298C	2348
YLR296W	YLR289W	5952
YLR297W	YLR296W	740
YLR298C	YLR299C-A	2495
YLR299W	YLR297W	1636
YLR299C-A	YLR302C	4188
YLR300W	YLR299W	904
YLR301W	YLR300W	524
YLR302C	YLR304C	2659
YLR303W	YLR301W	983
YLR304C	YLR305C	613
YLR305C	YLR307C-A	2985
YLR306W	YLR303W	10275
YLR307W	YLR306W	769
YLR307C-A	YLR309C	1923
YLR308W	YLR307W	1412
YLR309C	YLR310C	455
YLR310C	YLR311C	272
YLR311C	YLR312C	25
YLR312C	YLR313C	1917
YLR312W-A	YLR308W	10605
YLR313C	YLR314C	233
YLR314C	YLR316C	1129
YLR315W	YLR312W-A	4567
YLR316C	YLR319C	2960
YLR317W	YLR315W	386
YLR318W	YLR317W	453
YLR319C	YLR321C	4900
YLR320W	YLR318W	2744
YLR321C	YLR323C	309
YLR322W	YLR320W	1324
YLR323C	YLR325C	2191
YLR324W	YLR322W	1273
YLR325C	YLR327C	1748
YLR326W	YLR324W	1388
YLR327C	YLR331C	7282
YLR328W	YLR326W	2017
YLR329W	YLR328W	324
YLR330W	YLR329W	331
YLR331C	YLR333C	4527
YLR332W	YLR330W	997
YLR333C	YLR334C	799
YLR334C	YLR336C	2619
YLR335W	YLR332W	5624
YLR336C	YLR337C	257
YLR337C	YLR339C	678
YLR338W	YLR335W	4754
YLR339C	YLR346C	15952
YLR340W	YLR338W	684
YLR341W	YLR340W	560
YLR342W	YLR341W	1179
YLR342W-A	YLR342W	183
YLR343W	YLR342W-A	111
YLR344W	YLR343W	1551
YLR345W	YLR344W	369
YLR346C	YLR347C	1236
YLR347C	YLR348C	564
YLR347W-A	YLR345W	2749
YLR348C	YLR351C	1616
YLR349W	YLR347W-A	2592
YLR350W	YLR349W	703
YLR351C	YLR354C	5986
YLR352W	YLR350W	1736
YLR353W	YLR352W	813
YLR354C	YLR355C	709
YLR355C	YLR358C	4234
YLR356W	YLR353W	4158
YLR357W	YLR356W	417
YLR358C	YLR361C	3338
YLR359W	YLR357W	282
YLR360W	YLR359W	373
YLR361C	YLR361C-A	259
YLR361C-A	YLR363C	2816
YLR362W	YLR360W	2444
YLR363C	YLR364C-A	2372
YLR363W-A	YLR362W	1442
YLR364W	YLR363W-A	344
YLR365W	YLR364W	808
YLR364C-A	YLR370C	6073
YLR366W	YLR365W	7
YLR367W	YLR366W	599
YLR368W	YLR367W	223
YLR369W	YLR368W	216
YLR370C	YLR373C	6408
YLR371W	YLR369W	1189
YLR372W	YLR371W	570
YLR373C	YLR374C	86
YLR374C	YLR376C	984
YLR375W	YLR372W	3306
YLR376C	YLR377C	192
YLR377C	YLR378C	944
YLR378C	YLR382C	4889
YLR379W	YLR375W	4194
YLR380W	YLR379W	986
YLR381W	YLR380W	215
YLR382C	YLR384C	4100
YLR383W	YLR381W	3364
YLR384C	YLR385C	92
YLR385C	YLR387C	2984
YLR386W	YLR383W	4996
YLR387C	YLR389C	1905
YLR388W	YLR386W	2381
YLR389C	YLR392C	2089
YLR390W	YLR388W	4245
YLR390W-A	YLR390W	320
YLR392C	YLR395C	3424
YLR393W	YLR390W-A	2639
YLR394W	YLR393W	32
YLR395C	YLR396C	270
YLR396C	YLR397C	240
YLR397C	YLR398C	264
YLR398C	YLR399C	517
YLR399C	YLR401C	846
YLR399W-A	YLR394W	11471
YLR400W	YLR399W-A	1090
YLR401C	YLR406C	6617
YLR402W	YLR400W	2353
YLR403W	YLR402W	488
YLR404W	YLR403W	1124
YLR405W	YLR404W	189
YLR406C	YLR406C-A	451
YLR406C-A	YLR408C	1530
YLR407W	YLR405W	2075
YLR408C	YLR409C	161
YLR409C	YLR412C-A	13034
YLR410W	YLR407W	3888
YLR411W	YLR410W	6272
YLR412W	YLR411W	390
YLR412C-A	YLR414C	2880
YLR413W	YLR412W	1964
YLR414C	YLR415C	115
YLR415C	YLR418C	2317
YLR416C	YLR418C	2025
YLR417W	YLR413W	1827
YLR418C	YLR421C	6995
YLR419W	YLR417W	1718
YLR420W	YLR419W	1050
YLR421C	YLR423C	6357
YLR422W	YLR420W	1018
YLR423C	YLR428C	17447
YLR424W	YLR422W	1700
YLR425W	YLR424W	7373
YLR426W	YLR425W	245
YLR427W	YLR426W	315
YLR428C	YLR431C	9381
YLR429W	YLR427W	337
YLR430W	YLR429W	702
YLR431C	YLR433C	2644
YLR432W	YLR430W	2428
YLR433C	YLR434C	17
YLR434C	YLR436C	1013
YLR435W	YLR432W	2250
YLR436C	YLR437C	377
YLR437C	YLR437C-A	436
YLR437C-A	YLR438C-A	1223
YLR438W	YLR435W	5506
YLR438C-A	YLR440C	1390
YLR439W	YLR438W	716
YLR440C	YLR441C	444
YLR441C	YLR442C	407
YLR442C	YLR444C	1435
YLR443W	YLR439W	7175
YLR444C	YLR447C	2868
YLR445W	YLR443W	218
YLR446W	YLR445W	377
YLR447C	YLR452C	11377
YLR448W	YLR446W	2339
YLR449W	YLR448W	1066
YLR450W	YLR449W	615
YLR451W	YLR450W	329
YLR452C	YLR453C	433
YLR453C	YLR457C	12826
YLR454W	YLR451W	5245
YLR455W	YLR454W	1745
YLR456W	YLR455W	527
YLR457C	YLR460C	2986
YLR458W	YLR456W	771
YLR459W	YLR458W	499
YLR460C	YLR463C	5378
YLR461W	YLR459W	4401
YLR462W	YLR461W	2675
YLR463C	YLR465C	229
YLR464W	YLR462W	8
YLR465C	YLR466C-A	3034
YLR466W	YLR462W	523
YLR466C-A	YLR466C-B	725
YLR466C-B	YLR467C-A	5340
YLR467W	YLR466W	1273
YML133C	YML130C	6799
YML133W-A	YML133W-B	301
YML132W	YML133W-A	5059
YML131W	YML132W	1815
YML130C	YML129C	1367
YML129C	YML128C	382
YML128C	YML126C	2384
YML127W	YML131W	5769
YML126C	YML125C	226
YML125C	YML124C	349
YML124C	YML123C	354
YML123C	YML122C	238
YML122C	YML120C	1848
YML121W	YML127W	8121
YML120C	YML115C	10380
YML119W	YML121W	2749
YML118W	YML119W	650
YML117W	YML118W	392
YML116W-A	YML118W	3621
YML116W	YML116W-A	422
YML115C	YML114C	249
YML114C	YML110C	6456
YML113W	YML116W	4221
YML112W	YML113W	272
YML111W	YML112W	989
YML110C	YML107C	4311
YML109W	YML111W	1936
YML108W	YML109W	325
YML107C	YML105C	1597
YML106W	YML108W	1663
YML105C	YML104C	252
YML104C	YML103C	260
YML103C	YML101C-A	1860
YML102W	YML106W	10841
YML101C-A	YML101C	9
YML101C	YML099C	4310
YML100W-A	YML102W	438
YML100W	YML100W-A	313
YML099W-A	YML100W	309
YML099C	YML097C	1295
YML098W	YML099W-A	2709
YML097C	YML095C	1791
YML096W	YML098W	2139
YML095C	YML094C-A	106
YML094C-A	YML092C	3367
YML094W	YML096W	789
YML093W	YML094W	241
YML092C	YML091C	384
YML091C	YML089C	310
YML090W	YML093W	4955
YML089C	YML087C	3022
YML088W	YML090W	1105
YML087C	YML086C	422
YML086C	YML085C	570
YML085C	YML083C	394
YML084W	YML088W	5248
YML083C	YML081C-A	2933
YML082W	YML084W	2065
YML081C-A	YML076C	8351
YML081W	YML082W	966
YML080W	YML081W	274
YML079W	YML080W	170
YML078W	YML079W	150
YML077W	YML078W	315
YML076C	YML075C	387
YML075C	YML074C	1191
YML074C	YML073C	1903
YML073C	YML072C	558
YML072C	YML071C	382
YML071C	YML067C	7491
YML070W	YML077W	21131
YML069W	YML070W	271
YML068W	YML069W	392
YML067C	YML066C	210
YML066C	YML064C	3606
YML065W	YML068W	3266
YML064C	YML062C	1629
YML063W	YML065W	1528
YML062C	YML061C	270
YML061C	YML059C	1687
YML060W	YML063W	4622
YML059C	YML057C-A	1765
YML058W-A	YML060W	5759
YML058W	YML058W-A	417
YML057C-A	YML056C	1782
YML057W	YML058W	483
YML056C	YML054C	1357
YML055W	YML057W	2796
YML054C	YML054C-A	315
YML054C-A	YML053C	1335
YML053C	YML049C	4466
YML052W	YML055W	5076
YML051W	YML052W	284
YML050W	YML051W	238
YML049C	YML047C	1712
YML048W	YML050W	4352
YML047W-A	YML048W	256
YML047C	YML043C	9169
YML046W	YML047W-A	1216
YML043C	YML041C	3146
YML042W	YML046W	9425
YML041C	YML038C	7020
YML038C	YML037C	283
YML037C	YML035C	1020
YML036W	YML042W	10842
YML035C	YML034C-A	568
YML034C-A	YML032C	2689
YML034W	YML036W	3232
YML032C	YML031C-A	156
YML031C-A	YML026C	8566
YML031W	YML034W	2034
YML030W	YML031W	279
YML029W	YML030W	448
YML028W	YML029W	260
YML027W	YML028W	678
YML026C	YML025C	578
YML025C	YML023C	1629
YML024W	YML027W	3326
YML023C	YML021C	1070
YML022W	YML024W	2240
YML021C	YML018C	3958
YML020W	YML022W	1649
YML019W	YML020W	314
YML018C	YML016C	3506
YML017W	YML019W	2133
YML016C	YML015C	453
YML015C	YML012C-A	2508
YML014W	YML017W	4494
YML013W	YML014W	85
YML012C-A	YML011C	981
YML012W	YML013W	213
YML011C	YML009C-A	3247
YML010W	YML012W	926
YML009W-B	YML012W	3684
YML009C-A	YML009C	303
YML009C	YML008C	323
YML008C	YML007C-A	172
YML007C-A	YML006C	2820
YML007W	YML009W-B	2937
YML006C	YML004C	3289
YML005W	YML007W	4421
YML004C	YMR001C	6334
YML003W	YML005W	1874
YML002W	YML003W	186
YML001W	YML002W	420
YMR001C	YMR001C-A	211
YMR001C-A	YMR006C	5984
YMR002W	YML001W	4393
YMR003W	YMR002W	455
YMR004W	YMR003W	303
YMR005W	YMR004W	493
YMR006C	YMR008C	909
YMR007W	YMR005W	2749
YMR008C	YMR013C	12595
YMR009W	YMR007W	3762
YMR010W	YMR009W	459
YMR011W	YMR010W	1762
YMR012W	YMR011W	1430
YMR013C	YMR015C	4131
YMR013C-A	YMR015C	4249
YMR013W-A	YMR012W	3344
YMR014W	YMR013W-A	477
YMR015C	YMR016C	751
YMR016C	YMR021C	11572
YMR017W	YMR014W	7062
YMR018W	YMR017W	1526
YMR019W	YMR018W	404
YMR020W	YMR019W	372
YMR021C	YMR023C	1019
YMR022W	YMR020W	1777
YMR023C	YMR026C	3219
YMR024W	YMR022W	2698
YMR025W	YMR024W	253
YMR026C	YMR029C	3225
YMR027W	YMR025W	1690
YMR028W	YMR027W	193
YMR029C	YMR031C	1981
YMR030W	YMR028W	2211
YMR031C	YMR034C	4675
YMR031W-A	YMR030W	2786
YMR032W	YMR031W-A	263
YMR030W-A	YMR032W	6
YMR033W	YMR030W-A	185
YMR034C	YMR036C	1134
YMR035W	YMR033W	1865
YMR036C	YMR037C	883
YMR037C	YMR038C	994
YMR038C	YMR039C	384
YMR039C	YMR041C	1444
YMR040W	YMR035W	8706
YMR041C	YMR047C	11391
YMR042W	YMR040W	1740
YMR043W	YMR042W	735
YMR044W	YMR043W	653
YMR046W-A	YMR044W	5891
YMR047C	YMR049C	1389
YMR048W	YMR046W-A	4151
YMR049C	YMR052C-A	9552
YMR052W	YMR048W	11652
YMR052C-A	YMR055C	5667
YMR053C	YMR055C	3203
YMR054W	YMR052W	3103
YMR055C	YMR056C	294
YMR056C	YMR057C	115
YMR057C	YMR060C	2802
YMR058W	YMR054W	2847
YMR059W	YMR058W	367
YMR060C	YMR062C	2539
YMR061W	YMR059W	1270
YMR062C	YMR067C	7944
YMR063W	YMR061W	2289
YMR064W	YMR063W	107
YMR065W	YMR064W	243
YMR066W	YMR065W	325
YMR067C	YMR071C	5189
YMR068W	YMR066W	2067
YMR069W	YMR068W	125
