ORF	gene_systematic_id_with_prefix	gene_name	chromosome_id	gene_product	uniprot_id	gene_type	synonyms	length.CDS	length.UTR5	length.UTR3	length.UTR5.Est	length.UTR3.Est	LengthTxEst
SPAC12B10.06c	PomBase:SPAC12B10.06c	emi5	chromosome_1	succinate dehydrogenase complex assembly protein Emi5	Q10440	protein coding gene	NA	420	146	77	146	77	643
SPAC12B10.07	PomBase:SPAC12B10.07	acp1	chromosome_1	F-actin capping protein alpha subunit	Q10434	protein coding gene	NA	771	40	401	40	401	1212
SPAC12B10.08c	PomBase:SPAC12B10.08c	til1	chromosome_1	mitochondrial tRNA(Ile)-lysidine synthetase Til1	Q10441	protein coding gene	NA	1371	365	275	365	275	2011
SPAC12B10.09	PomBase:SPAC12B10.09	pet801	chromosome_1	mitochondrial carrier, S-adenosylmethionine	Q10442	protein coding gene	NA	801	17	219	17	219	1037
SPAC12B10.10	PomBase:SPAC12B10.10	nod1	chromosome_1	medial cortical node Gef2-related protein Nod1	Q10443	protein coding gene	NA	1260	99	NA	99	261	1620
SPAC12B10.11	PomBase:SPAC12B10.11	exg2	chromosome_1	cell wall glucan glucosidase Exg2	Q10444	protein coding gene	NA	1713	NA	NA	97	261	2071
SPAC12B10.12c	PomBase:SPAC12B10.12c	rhp41	chromosome_1	DNA repair protein Rhp41	Q10445	protein coding gene	rhp4a	1917	306	273	306	273	2496
SPAC12B10.13	PomBase:SPAC12B10.13	gid8	chromosome_1	GID complex subunit Gid8	Q10446	protein coding gene	NA	723	197	111	197	111	1031
SPAC12B10.14c	PomBase:SPAC12B10.14c	tea5	chromosome_1	pseudokinase Tea5	Q10447	protein coding gene	ppk2	1998	254	101	254	101	2353
SPAC12B10.15c	PomBase:SPAC12B10.15c	rnh203	chromosome_1	ribonuclease H2 complex subunit Rnh203	Q10448	protein coding gene	NA	444	9	NA	9	261	714
SPAC12B10.16c	PomBase:SPAC12B10.16c	mug157	chromosome_1	alpha-mannosidase GH125 family Mug157	Q10449	protein coding gene	NA	1530	129	249	129	249	1908
SPAC12G12.01c	PomBase:SPAC12G12.01c	sea4	chromosome_1	GATOR2-SEACAT complex ubiquitin-protein ligase E3 subunit Sea4	Q09866	protein coding gene	SPAC630.02	2718	83	239	83	239	3040
SPAC12G12.02	PomBase:SPAC12G12.02	efg1	chromosome_1	rRNA processing protein Efg1	Q09867	protein coding gene	SPAC630.01c	552	60	605	60	605	1217
SPAC12G12.03	PomBase:SPAC12G12.03	cip2	chromosome_1	RNA-binding protein Cip2	Q09868	protein coding gene	NA	1731	42	1309	42	1309	3082
SPAC12G12.04	PomBase:SPAC12G12.04	mcp60	chromosome_1	mitochondrial heat shock protein Hsp60/Mcp60	Q09864	protein coding gene	hsp60	1749	242	341	242	341	2332
SPAC12G12.05c	PomBase:SPAC12G12.05c	taf9	chromosome_1	SAGA complex/transcription factor TFIID complex subunit Taf9	Q09869	protein coding gene	NA	492	90	880	90	880	1462
SPAC12G12.06c	PomBase:SPAC12G12.06c	rcl1	chromosome_1	rRNA processing protein Rcl1	Q09870	protein coding gene	NA	1092	106	638	106	638	1836
SPAC12G12.07c	PomBase:SPAC12G12.07c	NA	chromosome_1	conserved fungal protein	Q09871	protein coding gene	NA	1239	43	186	43	186	1468
SPAC12G12.08	PomBase:SPAC12G12.08	mrpl6	chromosome_1	mitochondrial ribosomal protein subunit L6	Q09865	protein coding gene	NA	642	228	517	228	517	1387
SPAC12G12.09	PomBase:SPAC12G12.09	eti1	chromosome_1	WD repeat protein associated with stress granule	Q09872	protein coding gene	NA	2934	65	NA	65	261	3260
SPAC12G12.10	PomBase:SPAC12G12.10	wdr21	chromosome_1	WD repeat protein, human DDB1 and CUL4-associated factor 4 ortholog Wdr21	Q09873	protein coding gene	NA	1263	101	26	101	26	1390
SPAC12G12.11c	PomBase:SPAC12G12.11c	miy1	chromosome_1	Lys48-specific deubiquitinase Mindy family, Miy1	Q09874	protein coding gene	NA	1098	128	140	128	140	1366
SPAC12G12.12	PomBase:SPAC12G12.12	gms2	chromosome_1	Golgi UDP-galactose transmembrane transporter Gms2	Q09875	protein coding gene	NA	975	164	152	164	152	1291
SPAC12G12.13c	PomBase:SPAC12G12.13c	cid14	chromosome_1	TRAMP complex poly(A) polymerase subunit Cid14	Q9UTN3	protein coding gene	NA	2055	119	151	119	151	2325
SPAC12G12.14c	PomBase:SPAC12G12.14c	pfs2	chromosome_1	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	Q9UTN4	protein coding gene	cin2	1530	167	322	167	322	2019
SPAC12G12.15	PomBase:SPAC12G12.15	sif3	chromosome_1	mitochondrial protein, involved in mitochondrial gene expression	Q09877	protein coding gene	mrx102,mrx10	1419	14	435	14	435	1868
SPAC12G12.16c	PomBase:SPAC12G12.16c	NA	chromosome_1	Fen1 family nuclease, XP-G family	Q09708	protein coding gene	SPAC18B11.01c	1491	99	388	99	388	1978
SPAC12G12.17	PomBase:SPAC12G12.17	nce101	chromosome_1	non-classical export protein Nce101	C6Y4B6	protein coding gene	NA	177	81	137	81	137	395
SPAC1327.01c	PomBase:SPAC1327.01c	NA	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q1MTM9	protein coding gene	SPAC1783.09c,SPAC18G6.16c	2934	127	339	127	339	3400
SPAC139.01c	PomBase:SPAC139.01c	mkt1	chromosome_1	post-transcriptional RNA stability regulator Mkt1	Q9UTN2	protein coding gene	SPAC955.02c	2409	178	263	178	263	2850
SPAC139.02c	PomBase:SPAC139.02c	oac1	chromosome_1	mitochondrial carrier, ocaloacetate family anion	Q9UTN1	protein coding gene	NA	963	85	364	85	364	1412
SPAC139.03	PomBase:SPAC139.03	toe2	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q9UTN0	protein coding gene	NA	1878	247	261	247	261	2386
SPAC139.04c	PomBase:SPAC139.04c	fap2	chromosome_1	L-saccharopine oxidase	Q9UTM9	protein coding gene	NA	1302	26	174	26	174	1502
SPAC139.05	PomBase:SPAC139.05	NA	chromosome_1	succinate-semialdehyde dehydrogenase	Q9UTM8	protein coding gene	NA	1482	324	196	324	196	2002
SPAC139.06	PomBase:SPAC139.06	hat1	chromosome_1	histone acetyltransferase Hat1	Q9UTM7	protein coding gene	SPAC23C4.01,kat1	1137	10	248	10	248	1395
SPAC1399.01c	PomBase:SPAC1399.01c	NA	chromosome_1	nucleobase transmembrane transporter	Q9HE12	protein coding gene	NA	1806	1291	219	1291	219	3316
SPAC1399.02	PomBase:SPAC1399.02	NA	chromosome_1	transmembrane transporter	Q9HE13	protein coding gene	NA	1770	255	473	255	473	2498
SPAC1399.03	PomBase:SPAC1399.03	fur4	chromosome_1	plasma membrane uracil transmembrane transporter	Q10279	protein coding gene	NA	1746	322	28	322	28	2096
SPAC1399.04c	PomBase:SPAC1399.04c	uck2	chromosome_1	uracil phosphoribosyltransferase Uck2	Q9HE15	protein coding gene	NA	663	NA	NA	97	261	1021
SPAC1399.05c	PomBase:SPAC1399.05c	toe1	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type	Q9HE16	protein coding gene	NA	1590	111	NA	111	261	1962
SPAC1399.06	PomBase:SPAC1399.06	NA	chromosome_1	dubious	G2TRK4	protein coding gene	NA	375	NA	1646	97	1646	2118
SPAC13A11.01c	PomBase:SPAC13A11.01c	rga8	chromosome_1	RhoGAP Rga8	Q09697	protein coding gene	SPAC2F7.18c	2334	52	1241	52	1241	3627
SPAC13A11.02c	PomBase:SPAC13A11.02c	erg11	chromosome_1	lanosterol 14-demethylase (cytochrome P450) Erg11	Q09736	protein coding gene	NA	1488	531	483	531	483	2502
SPAC13A11.03	PomBase:SPAC13A11.03	mcp7	chromosome_1	meiosis specific coiled-coil protein Mcp7	Q09739	protein coding gene	mug32,mnd1	633	71	701	71	701	1405
SPAC13A11.04c	PomBase:SPAC13A11.04c	ubp8	chromosome_1	SAGA complex ubiquitin C-terminal hydrolase Ubp8	Q09738	protein coding gene	NA	1350	90	367	90	367	1807
SPAC13A11.05	PomBase:SPAC13A11.05	ysp2	chromosome_1	peptidase family M17 cytoplasmic leucyl aminopeptidase yspII (LAP yspII)	Q09735	protein coding gene	yspII,ppp18	1542	220	369	220	369	2131
SPAC13A11.06	PomBase:SPAC13A11.06	pdc202	chromosome_1	pyruvate decarboxylase	Q09737	protein coding gene	SPAC3H8.01	1716	NA	183	97	183	1996
SPAC13C5.01c	PomBase:SPAC13C5.01c	pre9	chromosome_1	20S proteasome complex subunit alpha 3 Pre9	Q09682	protein coding gene	SPAC31A2.17c	747	16	551	16	551	1314
SPAC13C5.02	PomBase:SPAC13C5.02	dre4	chromosome_1	splicing associated factor Dre4	Q09685	protein coding gene	NA	1236	52	73	52	73	1361
SPAC13C5.03	PomBase:SPAC13C5.03	tht1	chromosome_1	nuclear membrane protein involved in karyogamy Tht1	Q09684	protein coding gene	NA	1632	110	803	110	803	2545
SPAC13C5.04	PomBase:SPAC13C5.04	NA	chromosome_1	class I glutamine amidotransferase family protein, conserved in fungi, bacteria, plants	Q09686	protein coding gene	NA	747	40	156	40	156	943
SPAC13C5.05c	PomBase:SPAC13C5.05c	NA	chromosome_1	N-acetylglucosamine-phosphate mutase	Q09687	protein coding gene	NA	1557	16	195	16	195	1768
SPAC13C5.06c	PomBase:SPAC13C5.06c	mug121	chromosome_1	Schizosaccharomyces pombe specific protein Mug121	Q09688	protein coding gene	NA	534	921	422	921	422	1877
SPAC13C5.07	PomBase:SPAC13C5.07	mre11	chromosome_1	Mre11 nuclease	Q09683	protein coding gene	rad32	1950	35	1611	35	1611	3596
SPAC13D1.01c	PomBase:SPAC13D1.01c	Tf2-7	chromosome_1	retrotransposable element/transposon Tf2-type	P0CT42	protein coding gene	NA	4002	NA	84	97	84	4183
SPAC13D6.01	PomBase:SPAC13D6.01	pof14	chromosome_1	F-box protein Pof14	Q10223	protein coding gene	NA	1296	51	47	51	47	1394
SPAC13D6.02c	PomBase:SPAC13D6.02c	byr3	chromosome_1	translational activator, zf-CCHC type zinc finger protein	P36627	protein coding gene	NA	540	81	714	81	714	1335
SPAC13D6.03c	PomBase:SPAC13D6.03c	trm9	chromosome_1	tRNA (uridine) methyltransferase Trm9	Q10224	protein coding gene	NA	687	72	480	72	480	1239
SPAC13D6.04c	PomBase:SPAC13D6.04c	btb3	chromosome_1	BTB/POZ family substrate adaptor for cullin 3 ubiquitin ligase Btb3	Q10225	protein coding gene	NA	1572	163	58	163	58	1793
SPAC13D6.05	PomBase:SPAC13D6.05	alp11	chromosome_1	tubulin specific chaperone cofactor B	Q10235	protein coding gene	SPAC4G9.01	705	85	268	85	268	1058
SPAC13F5.01c	PomBase:SPAC13F5.01c	msh1	chromosome_1	mitochondrial MutS protein Msh1	O13921	protein coding gene	SPAC23C11.18c	2826	52	149	52	149	3027
SPAC13F5.02c	PomBase:SPAC13F5.02c	taf7	chromosome_1	transcription factor TFIID complex subunit Taf7	O13701	protein coding gene	ptr6	1182	35	120	35	120	1337
SPAC13F5.03c	PomBase:SPAC13F5.03c	gld1	chromosome_1	mitochondrial glycerol dehydrogenase Gld1	O13702	protein coding gene	NA	1353	212	367	212	367	1932
SPAC13F5.04c	PomBase:SPAC13F5.04c	vta1	chromosome_1	Vps20 associated protein Vta1	O13703	protein coding gene	vts1,new6,SPAC13F5.08	1170	55	594	55	594	1819
SPAC13F5.05	PomBase:SPAC13F5.05	mpd1	chromosome_1	thioredoxin family protein Mpd1	O13704	protein coding gene	NA	1092	163	344	163	344	1599
SPAC13F5.06c	PomBase:SPAC13F5.06c	sec10	chromosome_1	exocyst complex subunit Sec10	O13705	protein coding gene	NA	2436	93	117	93	117	2646
SPAC13F5.07c	PomBase:SPAC13F5.07c	hpz2	chromosome_1	zf PARP type zinc finger protein Hpz2	O13706	protein coding gene	NA	498	NA	211	97	211	806
SPAC13G6.01c	PomBase:SPAC13G6.01c	rad8	chromosome_1	ATP-dependent chromatin remodeller/ubiquitin-protein ligase E3 Rad8	P36607	protein coding gene	SPAC5H10.14c	3402	319	483	319	483	4204
SPAC13G6.02c	PomBase:SPAC13G6.02c	rps101	chromosome_1	40S ribosomal protein S3a	Q09781	protein coding gene	rps1-1,rps3a-1	759	13	148	13	148	920
SPAC13G6.03	PomBase:SPAC13G6.03	gpi7	chromosome_1	CP2 mannose-ethanolamine phosphotransferase GPI anchor biosynthesis protein Gpi7	Q09782	protein coding gene	NA	2277	263	460	263	460	3000
SPAC13G6.04	PomBase:SPAC13G6.04	tim8	chromosome_1	Tim8-Tim13 mitochondrial intermembrane space protein transporter complex subunit Tim8	Q09783	protein coding gene	NA	264	58	158	58	158	480
SPAC13G6.05c	PomBase:SPAC13G6.05c	trs33	chromosome_1	TRAPPI,II,III complex subunit Trs33	Q09784	protein coding gene	NA	762	44	174	44	174	980
SPAC13G6.06c	PomBase:SPAC13G6.06c	gcv2	chromosome_1	glycine cleavage complex subunit P	Q09785	protein coding gene	NA	3096	222	639	222	639	3957
SPAC13G6.07c	PomBase:SPAC13G6.07c	rps601	chromosome_1	40S ribosomal protein S6	P05752	protein coding gene	rps6-1,p27,rps6	720	20	530	20	530	1270
SPAC13G6.08	PomBase:SPAC13G6.08	fzr2	chromosome_1	meiotic fizzy-related APC coactivator Fzr2	Q09786	protein coding gene	NA	1608	NA	47	97	47	1752
SPAC13G6.09	PomBase:SPAC13G6.09	trs402	chromosome_1	SSU-rRNA maturation protein Tsr4 homolog 2 Tsr402	Q09787	protein coding gene	tsr4	825	65	656	65	656	1546
SPAC13G6.10c	PomBase:SPAC13G6.10c	asl1	chromosome_1	cell wall protein Asl1, predicted O-glucosyl hydrolase	Q09788	protein coding gene	NA	1593	162	368	162	368	2123
SPAC13G6.11c	PomBase:SPAC13G6.11c	erg12	chromosome_1	mevalonate kinase Erg12	Q09780	protein coding gene	NA	1215	52	20	52	20	1287
SPAC13G6.12c	PomBase:SPAC13G6.12c	chs1	chromosome_1	chitin synthase I	P30597	protein coding gene	SPAC24B11.01c	2580	314	150	314	150	3044
SPAC13G6.13	PomBase:SPAC13G6.13	NA	chromosome_1	dubious	Q09789	protein coding gene	SPAC24B11.02	348	NA	NA	97	261	706
SPAC13G6.14	PomBase:SPAC13G6.14	aps1	chromosome_1	diadenosine 5',5'''-p1,p6-hexaphosphate hydrolase Aps1	Q09790	protein coding gene	SPAC24B11.03,stw1	633	197	650	197	650	1480
SPAC13G6.15c	PomBase:SPAC13G6.15c	rcn1	chromosome_1	serine/threonine protein phosphatase (calcipressin) regulatory subunit Rcn1	Q09791	protein coding gene	SPAC24B11.04c	492	302	758	302	758	1552
SPAC13G7.01c	PomBase:SPAC13G7.01c	erg7	chromosome_1	lanosterol synthase Erg7	Q10231	protein coding gene	SPAC4G9.21c	2166	166	165	166	165	2497
SPAC13G7.02c	PomBase:SPAC13G7.02c	ssa1	chromosome_1	Hsp70 family heat shock protein Ssa1	Q10265	protein coding gene	hsp70	1935	211	239	211	239	2385
SPAC13G7.03	PomBase:SPAC13G7.03	upf3	chromosome_1	up-frameshift suppressor 3 family protein	Q10267	protein coding gene	NA	837	80	144	80	144	1061
SPAC13G7.04c	PomBase:SPAC13G7.04c	mac1	chromosome_1	plasma membrane anchored protein, claudin family, predicted membrane sensor Mac1	Q10268	protein coding gene	NA	2271	578	294	578	294	3143
SPAC13G7.05	PomBase:SPAC13G7.05	are1	chromosome_1	acyl-CoA-sterol acyltransferase Are1	Q10269	protein coding gene	NA	1614	196	401	196	401	2211
SPAC13G7.06	PomBase:SPAC13G7.06	met16	chromosome_1	phosphoadenosine phosphosulfate reductase	Q10270	protein coding gene	NA	801	205	349	205	349	1355
SPAC13G7.07	PomBase:SPAC13G7.07	arb2	chromosome_1	argonaute binding protein 2	Q10271	protein coding gene	NA	966	43	79	43	79	1088
SPAC13G7.08c	PomBase:SPAC13G7.08c	crb3	chromosome_1	Rix1 complex WD repeat subunit Crb3	Q10272	protein coding gene	ipi3	1341	37	115	37	115	1493
SPAC13G7.09c	PomBase:SPAC13G7.09c	NA	chromosome_1	conserved fungal protein	Q10273	protein coding gene	NA	408	108	334	108	334	850
SPAC13G7.10	PomBase:SPAC13G7.10	teb1	chromosome_1	DNA-binding transcription factor Teb1	Q10274	protein coding gene	mug152,tay1,spX	1173	97	97	97	97	1367
SPAC13G7.11	PomBase:SPAC13G7.11	mba1	chromosome_1	mitochondrial membrane-associated ribosome receptor Mba1	Q10275	protein coding gene	NA	810	86	236	86	236	1132
SPAC13G7.12c	PomBase:SPAC13G7.12c	eki1	chromosome_1	choline/ethanolamine kinase Eki1	Q10276	protein coding gene	NA	1371	476	1012	476	1012	2859
SPAC13G7.13c	PomBase:SPAC13G7.13c	msa1	chromosome_1	RNA-binding protein Msa1	Q10277	protein coding gene	SPAC6C3.01c	1602	2586	146	2586	146	4334
SPAC140.01	PomBase:SPAC140.01	sdh2	chromosome_1	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit	P21911	protein coding gene	NA	828	33	461	33	461	1322
SPAC140.02	PomBase:SPAC140.02	gar2	chromosome_1	nucleolin, nucleolar histone chaperone required for rRNA metabolism	P41891	protein coding gene	NA	1503	61	466	61	466	2030
SPAC140.03	PomBase:SPAC140.03	arb1	chromosome_1	argonaute inhibitor protein 1	Q9P7B8	protein coding gene	csp12	1200	86	174	86	174	1460
SPAC140.04	PomBase:SPAC140.04	ctr1	chromosome_1	telomerase regulatory factor Ctr1	Q9P7B7	protein coding gene	NA	888	243	635	243	635	1766
SPAC1420.01c	PomBase:SPAC1420.01c	mks1	chromosome_1	GATA-like domain protein	Q9UTM5	protein coding gene	SPAC56E4.08c	1743	527	683	527	683	2953
SPAC1420.02c	PomBase:SPAC1420.02c	cct5	chromosome_1	chaperonin-containing T-complex epsilon subunit Cct5	Q9UTM4	protein coding gene	NA	1641	196	146	196	146	1983
SPAC1420.03	PomBase:SPAC1420.03	rpn501	chromosome_1	19S proteasome regulatory subunit Rpn501	P0CU17	protein coding gene	rpn5-a,rpn5	1332	NA	133	97	133	1562
SPAC1420.04c	PomBase:SPAC1420.04c	cox1101	chromosome_1	cytochrome c oxidase assembly protein Cox1101/ mitochondrial ribosome assembly protein Rsm22 fusion protein	Q9UTM2	protein coding gene	cox11,SPAPB17E12.01c	2262	NA	75	97	75	2434
SPAC144.01	PomBase:SPAC144.01	NA	chromosome_1	Schizosaccharomyces specific protein	Q9UTM1	protein coding gene	NA	339	57	93	57	93	489
SPAC144.02	PomBase:SPAC144.02	iec1	chromosome_1	Ino80 complex subunit Iec1	Q9UTM0	protein coding gene	NA	750	44	545	44	545	1339
SPAC144.03	PomBase:SPAC144.03	ade2	chromosome_1	adenylosuccinate synthetase Ade2	Q02787	protein coding gene	min10,min3	1305	53	46	53	46	1404
SPAC144.04c	PomBase:SPAC144.04c	spe1	chromosome_1	ornithine decarboxylase Spe1	Q9UQW9	protein coding gene	NA	1299	338	185	338	185	1822
SPAC144.05	PomBase:SPAC144.05	irc20	chromosome_1	DNA-dependent ATPase/ ubiquitin-protein ligase E3 Irc20	Q9UTL9	protein coding gene	NA	4128	159	300	159	300	4587
SPAC144.06	PomBase:SPAC144.06	apl5	chromosome_1	AP-3 adaptor complex subunit Apl5	Q9UTL8	protein coding gene	NA	2478	53	1369	53	1369	3900
SPAC144.07c	PomBase:SPAC144.07c	gpn2	chromosome_1	conserved GTPase Gpn2	Q9UTL7	protein coding gene	NA	948	412	275	412	275	1635
SPAC144.08	PomBase:SPAC144.08	jac1	chromosome_1	mitochondrial (2Fe-2S) cluster assembly co-chaperone Jac1	Q9UTL6	protein coding gene	NA	678	113	1787	113	1787	2578
SPAC144.09c	PomBase:SPAC144.09c	sfc2	chromosome_1	transcription factor TFIIIA	Q9UTL5	protein coding gene	NA	1125	193	261	193	261	1579
SPAC144.10c	PomBase:SPAC144.10c	gwt1	chromosome_1	pig-W	Q9UTL4	protein coding gene	mug59	1380	89	141	89	141	1610
SPAC144.11	PomBase:SPAC144.11	rps1102	chromosome_1	40S ribosomal protein S11	P0CT74	protein coding gene	rps11-2,rps11	459	24	111	24	111	594
SPAC144.12	PomBase:SPAC144.12	rki1	chromosome_1	ribose 5-phosphate isomerase Rki1	Q9UTL3	protein coding gene	NA	825	780	726	780	726	2331
SPAC144.13c	PomBase:SPAC144.13c	srw1	chromosome_1	substrate-specific mitotic G1 APC coactivator Srw1/Ste9	O13286	protein coding gene	ste9	1671	137	775	137	775	2583
SPAC144.14	PomBase:SPAC144.14	klp8	chromosome_1	kinesin-like protein Klp8	Q9UTL2	protein coding gene	NA	1536	361	31	361	31	1928
SPAC144.15c	PomBase:SPAC144.15c	cog1	chromosome_1	Golgi transport complex subunit Cog1	Q9UTL1	protein coding gene	NA	2106	229	1806	229	1806	4141
SPAC144.16	PomBase:SPAC144.16	cia2	chromosome_1	CIA machinery protein Cia2	Q9UTL0	protein coding gene	NA	540	72	1785	72	1785	2397
SPAC144.17c	PomBase:SPAC144.17c	NA	chromosome_1	6-phosphofructo-2-kinase	Q9UTK9	protein coding gene	NA	1350	322	1086	322	1086	2758
SPAC144.18	PomBase:SPAC144.18	vrg4	chromosome_1	Golgi GDP-mannose transmembrane transporter Vrg4	Q9UTK8	protein coding gene	NA	1038	29	621	29	621	1688
SPAC144.19	PomBase:SPAC144.19	prl46	chromosome_1	Schizosaccharomyces specific protein	NA	protein coding gene	SPNCRNA.46,ORF18274	261	NA	273	97	273	631
SPAC1486.01	PomBase:SPAC1486.01	sod2	chromosome_1	mitochondrial superoxide dismutase Sod2	Q9UQX0	protein coding gene	NA	657	138	335	138	335	1130
SPAC1486.02c	PomBase:SPAC1486.02c	dsc2	chromosome_1	Golgi Dsc E3 ligase complex transmembrane subunit, C-terminal UBA domain Dsc2	Q9UTK7	protein coding gene	ucp14	1119	20	432	20	432	1571
SPAC1486.03c	PomBase:SPAC1486.03c	ntr1	chromosome_1	RNA-binding splicing factor Ntr1	Q9UTK6	protein coding gene	NA	2394	52	152	52	152	2598
SPAC1486.04c	PomBase:SPAC1486.04c	alm1	chromosome_1	nucleoporin Alm1	Q9UTK5	protein coding gene	NA	5184	52	85	52	85	5321
SPAC1486.05	PomBase:SPAC1486.05	nup189	chromosome_1	nucleoporin Nup98 and Nup96	Q9UTK4	protein coding gene	nup98,nup96,nup189N,nup189C	5424	63	NA	63	261	5748
SPAC1486.06	PomBase:SPAC1486.06	npt1	chromosome_1	nicotinate phosphoribosyltransferase Npt1	Q9UTK3	protein coding gene	NA	1233	368	228	368	228	1829
SPAC1486.07c	PomBase:SPAC1486.07c	mrpl19	chromosome_1	mitochondrial ribosomal protein subunit L11	Q9UTK2	protein coding gene	mrp19	435	6	138	6	138	579
SPAC1486.08	PomBase:SPAC1486.08	cox16	chromosome_1	mitochondrial copper chaperone for cytochrome c oxidase Cox16	Q9UTK1	protein coding gene	NA	342	59	1744	59	1744	2145
SPAC1486.09	PomBase:SPAC1486.09	nob1	chromosome_1	ribosome biogenesis protein Nob1	Q9UTK0	protein coding gene	NA	1167	14	247	14	247	1428
SPAC1486.10	PomBase:SPAC1486.10	thi1	chromosome_1	DNA-binding transcription factor Thi1	P36598	protein coding gene	ntf1,SPAC6G10.01	2328	106	203	106	203	2637
SPAC1486.11	PomBase:SPAC1486.11	fmc1	chromosome_1	mitochondrial complex assembly factor, LYR family Fmc1	G2TRM0	protein coding gene	new3	315	NA	NA	97	261	673
SPAC14C4.01c	PomBase:SPAC14C4.01c	atg43	chromosome_1	mitophagy receptor Atg43	O13709	protein coding gene	SPAC19D5.08c	735	78	3434	78	3434	4247
SPAC14C4.02c	PomBase:SPAC14C4.02c	smc5	chromosome_1	Smc5-6 complex SMC P-loop ATPase subunit Smc5	O13710	protein coding gene	spr18	3231	40	227	40	227	3498
SPAC14C4.03	PomBase:SPAC14C4.03	mek1	chromosome_1	Cds1/Rad53/Chk2 family protein kinase Mek1	Q10292	protein coding gene	NA	1338	NA	NA	97	261	1696
SPAC14C4.04	PomBase:SPAC14C4.04	NA	chromosome_1	ThiJ domain protein	O13711	protein coding gene	NA	804	233	565	233	565	1602
SPAC14C4.05c	PomBase:SPAC14C4.05c	man1	chromosome_1	LEM domain nuclear inner membrane protein Man1, Sad1 interacting factor	O13712	protein coding gene	heh2,mug61	2535	60	628	60	628	3223
SPAC14C4.06c	PomBase:SPAC14C4.06c	nab2	chromosome_1	nuclear poly(A) binding protein Nab2	O13713	protein coding gene	NA	924	401	479	401	479	1804
SPAC14C4.07	PomBase:SPAC14C4.07	NA	chromosome_1	transmembrane transporter	O13714	protein coding gene	NA	1935	349	189	349	189	2473
