"consensus.cluster"	"chr"	"start"	"end"	"strand"	"dominant_ctss"	"tpm"	"tpm.dominant_ctss"	"q_0.1"	"q_0.9"	"interquantile_width"
802	"chrII"	74417	74422	"+"	74418	0.268817890798377	0.134408945399189	74418	74422	5
803	"chrII"	75152	75479	"+"	75196	58.3872458814075	12.9301405474019	75178	75210	33
805	"chrII"	75633	75691	"+"	75648	0.456990414357241	0.295699679878215	75648	75649	2
809	"chrII"	76457	76501	"+"	76477	0.403226836197566	0.161290734479026	76477	76501	25
810	"chrII"	76570	76642	"+"	76591	0.215054312638702	0.34946325803789	76591	76641	51
812	"chrII"	77284	77292	"+"	77285	0.215054312638702	0.107527156319351	77285	77289	5
814	"chrII"	77614	77653	"+"	77617	0.241936101718539	0.241936101718539	77617	77651	35
816	"chrII"	79277	79283	"+"	79278	0.268817890798377	0.161290734479026	79278	79279	2
822	"chrII"	88004	88056	"+"	88049	1.29032587583221	0.645162937916105	88035	88049	15
823	"chrII"	89889	90027	"+"	89943	22.3387667253451	11.6398146715697	89935	89943	9
824	"chrII"	90060	90189	"+"	90100	0.591399359756429	0.430108625277403	90100	90133	34
826	"chrII"	90614	90747	"+"	90685	39.3549392128824	14.6774568375914	90665	90709	45
828	"chrII"	90981	91288	"+"	91105	0.860217250554806	0.34946325803789	91071	91242	172
831	"chrII"	92335	92440	"+"	92345	57.311974318214	10.5914248974561	92345	92396	52
832	"chrII"	92463	92470	"+"	92469	0.322581468958052	0.107527156319351	92468	92470	3
835	"chrII"	96398	96421	"+"	96402	0.483872203437079	0.241936101718539	96402	96421	20
838	"chrII"	101490	101516	"+"	101516	0.268817890798377	0.161290734479026	101497	101516	20
839	"chrII"	101822	101987	"+"	101869	22.9032842960217	13.1183130709608	101866	101882	17
849	"chrII"	107644	107748	"+"	107712	0.887099039634644	0.268817890798377	107657	107712	56
850	"chrII"	107869	107968	"+"	107914	3.46775079129906	0.806453672395131	107877	107914	38
856	"chrII"	110650	110747	"+"	110700	27.2312523378756	7.58066452051423	110672	110707	36
858	"chrII"	110851	110867	"+"	110857	0.510753992516916	0.268817890798377	110855	110857	3
859	"chrII"	111382	111489	"+"	111409	127.097098769473	47.8764663511909	111403	111421	19
861	"chrII"	111680	112064	"+"	111693	10.5645431083762	1.02150798503383	111693	111975	283
862	"chrII"	112157	112247	"+"	112176	0.564517570676592	0.161290734479026	112158	112247	90
863	"chrII"	112347	112443	"+"	112366	3.87097762749663	1.34408945399189	112350	112395	46
869	"chrII"	113606	114090	"+"	113720	148.118657829906	34.0323449750745	113645	113730	86
872	"chrII"	114437	115110	"+"	114938	4.73119487805144	0.69892651607578	114601	115063	463
873	"chrII"	117098	117269	"+"	117099	2.63441532982409	0.994626195953995	117099	117252	154
874	"chrII"	117341	117527	"+"	117481	1.88172523558864	0.779571883315293	117378	117481	104
883	"chrII"	121716	121806	"+"	121728	0.483872203437079	0.241936101718539	121728	121779	52
887	"chrII"	125012	125859	"+"	125048	144.247680202409	37.6076229226929	125038	125078	41
889	"chrII"	126585	126833	"+"	126606	9.24733544346417	4.03226836197566	126606	126717	112
894	"chrII"	132389	132671	"+"	132424	17.6344536363735	3.7096868930176	132399	132435	37
896	"chrII"	132998	133196	"+"	133120	2.36559743902572	0.725808305155618	133031	133139	109
898	"chrII"	136032	136150	"+"	136107	0.376345047117728	0.268817890798377	136033	136130	98
899	"chrII"	136268	136431	"+"	136424	0.752690094235456	0.241936101718539	136339	136424	86
900	"chrII"	136521	136593	"+"	136527	2.82258785338296	0.806453672395131	136527	136560	34
907	"chrII"	140922	141491	"+"	141196	334.973973723858	71.881903999486	141196	141238	43
909	"chrII"	141598	141683	"+"	141662	0.59139935975643	0.268817890798377	141599	141662	64
912	"chrII"	143002	143357	"+"	143108	33.3065366699189	4.32796804185387	143086	143282	197
913	"chrII"	146071	146235	"+"	146137	52.3926069166037	15.0269200956293	146113	146137	25
915	"chrII"	146519	146610	"+"	146520	0.215054312638702	0.34946325803789	146520	146573	54
917	"chrII"	147085	147226	"+"	147111	31.1022299653722	8.70969966186742	147100	147162	63
923	"chrII"	151420	151499	"+"	151458	1.29032587583221	0.564517570676592	151458	151495	38
927	"chrII"	160055	160156	"+"	160094	49.7313097976998	17.7688625817727	160092	160124	33
931	"chrII"	160912	161013	"+"	160998	0.403226836197566	0.215054312638702	160998	161008	11
934	"chrII"	161629	161726	"+"	161677	6.37098401192154	2.31183386086604	161661	161708	48
940	"chrII"	165620	165682	"+"	165642	1.02150798503383	0.295699679878215	165621	165662	42
941	"chrII"	166065	166138	"+"	166098	8.54840892738839	1.74731629018945	166079	166108	30
942	"chrII"	166244	166285	"+"	166263	1.55914376663059	0.672044726995943	166257	166266	10
944	"chrII"	166925	166993	"+"	166992	0.322581468958052	0.215054312638702	166953	166993	41
945	"chrII"	167034	167177	"+"	167148	8.73658145094725	1.58602555571042	167050	167148	99
947	"chrII"	168294	168429	"+"	168392	2358.12430166152	1331.58942206976	168392	168404	13
949	"chrII"	168469	168584	"+"	168515	1.4247348212314	0.268817890798377	168470	168515	46
952	"chrII"	168809	169193	"+"	169019	99.8927282206769	24.6237187971313	168854	169049	196
956	"chrII"	170205	170415	"+"	170348	1.47849839939107	0.483872203437079	170234	170383	150
957	"chrII"	170473	170669	"+"	170552	134.758408657226	26.3710350873208	170548	170600	53
962	"chrII"	171343	171508	"+"	171418	12.6613226566036	3.19893290050069	171405	171483	79
963	"chrII"	171547	171838	"+"	171625	2.74194248614345	0.725808305155618	171619	171688	70
965	"chrII"	172421	172567	"+"	172511	107.177693061313	37.3119232428147	172504	172525	22
966	"chrII"	172643	172691	"+"	172645	0.215054312638702	0.107527156319351	172645	172646	2
969	"chrII"	173488	173597	"+"	173522	0.69892651607578	0.188172523558864	173492	173580	89
971	"chrII"	174000	174164	"+"	174085	1.50538018847091	0.430108625277403	174029	174107	79
974	"chrII"	181571	181644	"+"	181602	0.833335461474969	0.34946325803789	181579	181602	24
976	"chrII"	182284	182362	"+"	182319	36.5592331485793	11.2903514135318	182319	182346	28
979	"chrII"	183026	183029	"+"	183028	0.241936101718539	0.134408945399189	183027	183028	2
980	"chrII"	184261	184403	"+"	184321	6.07528433204332	1.55914376663059	184293	184358	66
981	"chrII"	184473	184618	"+"	184525	0.967744406874157	0.456990414357241	184517	184609	93
982	"chrII"	184671	184804	"+"	184710	0.725808305155618	0.215054312638702	184704	184784	81
987	"chrII"	191859	192167	"+"	191979	1.80107986834913	0.672044726995943	191912	192043	132
989	"chrII"	192340	192569	"+"	192423	28.817277893586	4.62366772173208	192365	192429	65
996	"chrII"	194005	194088	"+"	194045	32.5269647866036	12.6882044456834	194019	194048	30
997	"chrII"	194113	194449	"+"	194124	0.537635781596754	0.161290734479026	194124	194250	127
1006	"chrII"	196292	196406	"+"	196333	2.09677954822734	0.752690094235456	196308	196333	26
1007	"chrII"	196694	196713	"+"	196698	0.376345047117728	0.268817890798377	196695	196698	4
1012	"chrII"	201977	202088	"+"	202045	1.61290734479026	0.564517570676592	201990	202058	69
1013	"chrII"	202569	202626	"+"	202612	1.66667092294994	0.887099039634644	202602	202612	11
1016	"chrII"	203339	203379	"+"	203356	0.376345047117728	0.268817890798377	203340	203379	40
1017	"chrII"	203418	203676	"+"	203437	19.6237060282815	3.30646005682004	203436	203482	47
1026	"chrII"	205169	205385	"+"	205375	0.295699679878215	0.456990414357241	205172	205375	204
1027	"chrII"	205736	205752	"+"	205740	0.537635781596754	0.295699679878215	205737	205752	16
1029	"chrII"	207140	207176	"+"	207160	2.31183386086604	0.887099039634644	207141	207172	32
1031	"chrII"	209527	209630	"+"	209576	7.7688370440731	2.8494696424628	209568	209608	41
1032	"chrII"	209739	209779	"+"	209740	0.241936101718539	0.134408945399189	209740	209752	13
1040	"chrII"	216801	216914	"+"	216831	1.10215335227335	0.59139935975643	216813	216850	38
1041	"chrII"	217350	217722	"+"	217408	21.3979041075508	6.18281148836267	217388	217478	91
1048	"chrII"	220863	220978	"+"	220948	9.6236804905819	2.0698977591475	220888	220977	90
1049	"chrII"	221275	221364	"+"	221302	2.36559743902572	1.04838977411367	221293	221363	71
1050	"chrII"	221431	221504	"+"	221460	3.44086900221923	1.15591693043302	221457	221478	22
1052	"chrII"	222636	222688	"+"	222643	2.31183386086604	0.34946325803789	222639	222685	47
1053	"chrII"	224715	224778	"+"	224739	3.60215973669825	3.36022363497971	224739	224739	1
1055	"chrII"	225464	225531	"+"	225496	2.04301597006767	0.887099039634644	225494	225505	12
1056	"chrII"	226200	226269	"+"	226237	9.03228113082547	5.88711180848446	226235	226237	3
1057	"chrII"	227498	227636	"+"	227529	101.505635565467	13.9247667433559	227511	227572	62
1060	"chrII"	228085	228102	"+"	228087	0.456990414357241	0.295699679878215	228087	228088	2
1062	"chrII"	228841	228874	"+"	228856	0.322581468958052	0.215054312638702	228842	228856	15
1064	"chrII"	230362	230388	"+"	230363	0.510753992516916	0.215054312638702	230363	230388	26
1065	"chrII"	230543	230548	"+"	230548	0.241936101718539	0.134408945399189	230544	230548	5
1066	"chrII"	231624	231667	"+"	231625	1.69355271202978	0.752690094235456	231625	231667	43
1067	"chrII"	231966	232047	"+"	231979	0.376345047117728	0.134408945399189	231967	232045	79
1068	"chrII"	232173	232175	"+"	232174	0.322581468958052	0.215054312638702	232174	232175	2
1069	"chrII"	232610	232635	"+"	232633	0.34946325803789	0.215054312638702	232633	232635	3
1071	"chrII"	233030	233032	"+"	233032	0.94086261779432	0.833335461474969	233031	233032	2
1073	"chrII"	234331	234386	"+"	234386	1.88172523558864	1.39785303215156	234336	234386	51
1074	"chrII"	234651	234713	"+"	234713	2.15054312638702	1.07527156319351	234660	234713	54
1075	"chrII"	234774	234777	"+"	234777	5.88711180848446	3.68280510393777	234776	234777	2
1076	"chrII"	236023	236060	"+"	236060	0.591399359756429	0.215054312638702	236037	236060	24
1078	"chrII"	236277	236796	"+"	236469	284.355564886523	91.1561467697296	236408	236472	65
1079	"chrII"	236851	236856	"+"	236856	1.47849839939107	1.04838977411367	236853	236856	4
1082	"chrII"	238438	238538	"+"	238523	5.134421714249	1.88172523558864	238484	238533	50
1083	"chrII"	241646	241699	"+"	241674	1.74731629018945	0.752690094235456	241664	241683	20
1086	"chrII"	242762	242837	"+"	242777	50.510881681015	13.3871309617592	242775	242803	29
1087	"chrII"	242903	243066	"+"	243057	0.564517570676592	0.376345047117728	242952	243057	106
1088	"chrII"	243116	243165	"+"	243145	0.215054312638702	0.107527156319351	243145	243160	16
1094	"chrII"	245811	246032	"+"	245883	60.295852906076	8.65593608370774	245842	245901	60
1095	"chrII"	246099	246152	"+"	246116	1.07527156319351	0.967744406874157	246116	246137	22
1096	"chrII"	246270	246291	"+"	246274	1.31720766491205	0.645162937916105	246273	246276	4
1097	"chrII"	246812	246994	"+"	246970	102.312089237862	37.8764408134913	246879	246970	92
1098	"chrII"	247082	247259	"+"	247121	3.79033226025712	2.23118849362653	247119	247247	129
1100	"chrII"	247506	247678	"+"	247581	0.430108625277403	0.215054312638702	247573	247673	101
1103	"chrII"	247972	248284	"+"	248173	7.06991052799732	1.82796165742896	248039	248173	135
1106	"chrII"	251514	251536	"+"	251536	0.322581468958052	0.188172523558864	251535	251536	2
1107	"chrII"	251620	251822	"+"	251717	2.39247922810556	0.860217250554806	251660	251794	135
1110	"chrII"	254602	254656	"+"	254646	0.618281148836267	0.241936101718539	254603	254656	54
1113	"chrII"	256209	256467	"+"	256303	519.678746491423	373.522459264345	256303	256307	5
1119	"chrII"	260461	260532	"+"	260463	0.268817890798377	0.215054312638702	260463	260495	33
1120	"chrII"	263240	263301	"+"	263281	1.69355271202978	1.69355271202978	263281	263281	1
1121	"chrII"	265381	265383	"+"	265383	16.0215462915833	16.0215462915833	265383	265383	1
1123	"chrII"	270170	270536	"+"	270217	273.549085676428	54.3012139412722	270198	270244	47
1124	"chrII"	270547	270596	"+"	270573	0.645162937916105	0.295699679878215	270562	270573	12
1125	"chrII"	274023	274081	"+"	274029	0.34946325803789	0.241936101718539	274024	274070	47
1127	"chrII"	276723	276871	"+"	276816	14.3011117904737	4.65054951081192	276742	276820	79
1142	"chrII"	281306	281439	"+"	281307	3.9247412056563	1.02150798503383	281307	281387	81
1146	"chrII"	283161	283187	"+"	283177	0.295699679878215	0.188172523558864	283163	283177	15
1147	"chrII"	283629	283779	"+"	283676	36.8818146175373	10.8064792100948	283661	283724	64
1148	"chrII"	283821	283960	"+"	283835	0.483872203437079	0.215054312638702	283833	283959	127
1149	"chrII"	284060	284078	"+"	284071	0.537635781596754	0.295699679878215	284061	284078	18
1152	"chrII"	288247	288347	"+"	288301	1.82796165742896	0.322581468958052	288252	288322	71
1154	"chrII"	289291	289495	"+"	289336	23.9785558592152	5.53764855044657	289328	289353	26
1156	"chrII"	289793	289869	"+"	289868	0.34946325803789	0.188172523558864	289868	289869	2
1162	"chrII"	292463	292512	"+"	292495	0.994626195953995	0.188172523558864	292464	292512	49
1163	"chrII"	292565	292642	"+"	292634	0.860217250554806	0.322581468958052	292576	292642	67
1169	"chrII"	297977	298082	"+"	298062	1.12903514135318	0.295699679878215	298002	298077	76
1170	"chrII"	298199	298323	"+"	298223	8.36023640382953	3.0645239551015	298213	298235	23
1175	"chrII"	300070	300164	"+"	300150	434.382829741097	291.183539312802	300142	300150	9
1176	"chrII"	300202	300258	"+"	300204	2.31183386086604	0.994626195953995	300204	300236	33
1177	"chrII"	300486	300560	"+"	300497	3.19893290050069	1.02150798503383	300492	300554	63
1178	"chrII"	300914	300994	"+"	300953	18.8710159340461	6.29033864468202	300917	300983	67
1182	"chrII"	302270	302358	"+"	302331	0.376345047117728	0.241936101718539	302330	302331	2
1185	"chrII"	303818	303925	"+"	303880	2.52688817350474	1.31720766491205	303853	303880	28
1186	"chrII"	303961	304064	"+"	304000	0.215054312638702	0.134408945399189	304000	304047	48
1188	"chrII"	304379	304527	"+"	304430	0.645162937916105	0.161290734479026	304430	304489	60
1189	"chrII"	306235	306288	"+"	306271	1.8548434465088	1.72043450110961	306271	306271	1
1193	"chrII"	307458	308363	"+"	307596	585.915474784143	152.097162613722	307557	307602	46
1196	"chrII"	311754	311956	"+"	311847	54.2743321521923	14.5968114703519	311841	311861	21
1197	"chrII"	311979	312088	"+"	312006	0.69892651607578	0.322581468958052	312006	312072	67
1198	"chrII"	312238	312242	"+"	312240	2.01613418098783	2.01613418098783	312240	312240	1
1204	"chrII"	314077	314079	"+"	314078	0.268817890798377	0.134408945399189	314078	314079	2
1205	"chrII"	315475	316187	"+"	315539	151.102536417768	37.7957954462518	315484	315545	62
1215	"chrII"	318156	318305	"+"	318213	41.2097826593912	15.5107922990664	318204	318237	34
1216	"chrII"	318415	318423	"+"	318422	0.537635781596754	0.376345047117728	318422	318423	2
1220	"chrII"	319743	319855	"+"	319765	0.537635781596754	0.376345047117728	319749	319765	17
1226	"chrII"	324404	324413	"+"	324413	0.322581468958052	0.188172523558864	324410	324413	4
1228	"chrII"	325655	325748	"+"	325703	1.74731629018945	0.430108625277403	325681	325725	45
1229	"chrII"	325843	326120	"+"	326055	1.47849839939107	0.456990414357241	326055	326117	63
1230	"chrII"	326257	326387	"+"	326317	5.51076676136673	0.618281148836267	326267	326332	66
1233	"chrII"	329843	329943	"+"	329915	1.34408945399189	0.69892651607578	329893	329943	51
1234	"chrII"	331714	332094	"+"	331780	29.2473865188634	6.18281148836267	331772	331868	97
1236	"chrII"	332641	333076	"+"	332811	2125.83876222265	765.996579829975	332802	332821	20
1240	"chrII"	333414	333505	"+"	333457	16.0753098697429	7.52690094235456	333415	333464	50
1241	"chrII"	333525	333607	"+"	333559	13.9247667433559	8.36023640382952	333544	333562	19
1244	"chrII"	336509	336577	"+"	336516	0.967744406874157	0.241936101718539	336515	336577	63
1245	"chrII"	337186	337325	"+"	337198	1.66667092294994	0.833335461474969	337193	337202	10
1248	"chrII"	339594	339906	"+"	339729	1.12903514135318	0.403226836197566	339599	339729	131
1250	"chrII"	340973	341006	"+"	340994	2.04301597006767	1.34408945399189	340977	340994	18
1253	"chrII"	341440	341484	"+"	341450	0.806453672395131	0.295699679878215	341446	341454	9
1256	"chrII"	342502	342845	"+"	342787	714.759889843805	331.990095135996	342775	342791	17
1257	"chrII"	342866	343005	"+"	342946	1.23656229767253	0.887099039634644	342879	343002	124
1258	"chrII"	343059	343245	"+"	343135	2.09677954822734	0.403226836197566	343130	343206	77
1260	"chrII"	343457	343478	"+"	343460	0.59139935975643	0.188172523558864	343460	343478	19
1261	"chrII"	343539	343646	"+"	343606	3.84409583841679	2.82258785338296	343605	343617	13
1262	"chrII"	343676	343804	"+"	343786	4.86560382345062	1.8548434465088	343690	343786	97
1263	"chrII"	343876	343943	"+"	343892	1.74731629018945	0.779571883315293	343891	343907	17
1264	"chrII"	344013	344116	"+"	344110	3.9247412056563	1.45161661031124	344068	344113	46
1265	"chrII"	344259	344320	"+"	344295	4.97313097976997	1.34408945399189	344267	344311	45
1266	"chrII"	347753	347984	"+"	347809	73.3335206097973	28.7635143154263	347806	347872	67
1267	"chrII"	348035	348278	"+"	348162	0.806453672395131	0.430108625277403	348036	348162	127
1268	"chrII"	348420	348486	"+"	348429	0.456990414357241	0.241936101718539	348427	348429	3
1269	"chrII"	348548	348822	"+"	348550	1.31720766491205	0.403226836197566	348550	348750	201
1271	"chrII"	348987	349168	"+"	349045	1.8548434465088	0.913980828714482	348993	349045	53
1273	"chrII"	350014	350206	"+"	350182	2.36559743902572	0.59139935975643	350030	350197	168
1274	"chrII"	351039	351518	"+"	351228	97.1239039454536	28.6291053700272	351211	351249	39
1275	"chrII"	351603	351641	"+"	351604	1.4247348212314	0.322581468958052	351604	351641	38
1278	"chrII"	356232	356276	"+"	356254	0.268817890798377	0.161290734479026	356254	356268	15
1286	"chrII"	362802	362921	"+"	362864	22.526939248904	5.05377634700949	362841	362889	49
1291	"chrII"	365884	365923	"+"	365921	0.69892651607578	0.618281148836267	365894	365921	28
1292	"chrII"	366740	366805	"+"	366800	0.295699679878215	0.188172523558864	366750	366800	51
1296	"chrII"	370092	370102	"+"	370093	0.241936101718539	0.134408945399189	370093	370096	4
1297	"chrII"	370513	370589	"+"	370548	32.3387922630448	8.73658145094725	370526	370548	23
1299	"chrII"	371324	371486	"+"	371463	3.41398721313939	0.94086261779432	371420	371470	51
1302	"chrII"	371875	371978	"+"	371952	1.37097124307172	0.833335461474969	371908	371952	45
1307	"chrII"	373437	373526	"+"	373523	0.564517570676592	0.322581468958052	373441	373523	83
1312	"chrII"	376484	376529	"+"	376526	1.07527156319351	0.59139935975643	376498	376526	29
1314	"chrII"	379079	379163	"+"	379158	1.10215335227335	0.430108625277403	379100	379163	64
1315	"chrII"	379279	379296	"+"	379280	0.268817890798377	0.134408945399189	379280	379296	17
1316	"chrII"	380180	380482	"+"	380339	96.7206771092561	20.9140319041137	380339	380450	112
1317	"chrII"	380515	380769	"+"	380562	1.98925239190799	1.37097124307172	380556	380649	94
1318	"chrII"	381011	381117	"+"	381036	0.59139935975643	0.295699679878215	381026	381115	90
1320	"chrII"	381464	381565	"+"	381532	0.59139935975643	0.456990414357241	381532	381547	16
